0,1
CCL4,CXCL10
CXCL10,HAVCR1
IL13,CXCL10
CXCL10,LCN2
CXCL10,TNF
CXCL10,CXCL9
CYP2C9,ALB
CYP2C9,VKORC1
CYP3A5,CYP3A4
ACSM3,DDHD2
DDR1,IL17D
DDR1,IL22
MIRN148B,DNMT1
EGF,AKT1
EGF,EGFR
EGF,HMOX1
EGF,IAPP
EGF,MAPK1
EGFR,AKT1
EGFR,HMOX1
IAPP,EGFR
MAPK3,EGFR
EGFR,MAPK6
STAT3,EGFR
ELAVL1,ELAVL2
MIRN122,ELAVL2
ELMO1,BAI1
GAST,EPO
EPO,INS
NPPA,EPO
REN,EPO
EPO,THPO
ESR2,SIRT5
GSTCD,FABP1
FABP1,HAVCR1
TLR4,FBXL20
PRKAA1,FOXO3
TLR4,FUT1
BAX,GABPA
GABPA,BCL2
GABPA,CASP3
GAST,REN
CAT,GSR
GSR,SOD1
AAAS,GSTA1
GYPA,PRTN3
ALB,HAVCR1
CCL4,HAVCR1
CST3,HAVCR1
GSTCD,HAVCR1
HAVCR1,IL18
SPP1,HAVCR1
HBB,MB
HMBS,AAAS
HMBS,GSTA1
HMBS,LGALS3
ACSL4,HMGB1
CKB,HMGB1
HMGB1,LCN2
MB,HMGB1
HMGB1,MT-CO2
PTGS2,HMGB1
BAX,HMOX1
BCL2,HMOX1
BCL2L11,HMOX1
CASP3,HMOX1
CCL2,HMOX1
GABPA,HMOX1
IAPP,HMOX1
IL1B,HMOX1
IL6,HMOX1
JAK2,HMOX1
KEAP1,HMOX1
MAFK,HMOX1
NOS2A,HMOX1
NSUN2,HMOX1
PRKAA2,HMOX1
SETD2,HMOX1
SMAD2,HMOX1
STAT3,HMOX1
VEGFA,HMOX1
IL10,CRP
IL10,IL13
IL10,IL17A
IL10,IL17D
IL10,IL22
IL10,IL22RA1
IL10,IL8
IL10,PDGFB
IL13,AIP
IL13,CCL4
IL13,HAVCR1
IL17A,AKT1
IL17A,BCL2
BCL2L11,IL17A
IL17A,CASP3
IL17A,CCL2
IL17A,HMOX1
IL13,IL17A
IL17A,IL1B
IL6,IL17A
IL17A,JAK2
IL17A,JUP
IL17A,MAPK3
MMRN1,IL17A
NFE2L2,IL17A
IL17A,PIK3CA
IL17A,PPARGC1A
IL17A,PRKAA2
IL17A,SETD2
IL17A,SIRT1
IL17A,SMAD2
STAT3,IL17A
VEGFA,IL17A
IL22,IL17D
IL22RA1,IL17D
IL18,MMP2
IL1A,IL10
IL10,IL1B
IL1B,JAK2
IL1B,NFKB1
IL1B,PRKAA2
IL1B,SMAD2
VEGFA,IL1B
IL2,IL2RA
IL22RA1,IL22
IL6,CXCL10
IL10,IL6
IL6,PRKAA2
IL6,SMAD2
IL6,VEGFA
IL6,IL8
GAST,INS
THPO,INS
CCL2,JAK2
IL6,JAK2
PRKAA2,JAK2
SMAD2,JAK2
VEGFA,JAK2
BCL2L11,JUP
JUP,CCL2
HAVCR1,JUP
JUP,HMOX1
IL1B,JUP
IL6,JUP
JUP,JAK2
PIK3CA,JUP
PRKAA2,JUP
JUP,SETD2
SIRT1,JUP
SMAD2,JUP
STAT3,JUP
VEGFA,JUP
KCNQ5,CD8A
KCNQ5,FCER1G
SIRT1,KEAP1
UBL4A,KIF2A
KLRB1,CD4
KLRB1,CD8A
KLRB1,FCER1G
KLRB1,KCNQ5
AAAS,LAMP1
LAMP1,GSTA1
HMBS,LAMP1
LGALS3,LAMP1
LAMP1,PLAA
PTP4A2,LAMP1
LAMP1,RPS27A
YOD1,LAMP1
ALB,LCN2
BCS1L,LCN2
CST3,LCN2
HMOX1,LCN2
IGFBP7,LCN2
IL18,LCN2
IL1B,LCN2
RBP4,LCN2
TIMP2,LCN2
AAAS,LGALS3
LGALS3,GSTA1
MAFK,CASP1
MAFK,NOS2A
MAP1LC3A,AAAS
MAP1LC3A,GSTA1
HMBS,MAP1LC3A
MAP1LC3A,LAMP1
MAP1LC3A,LGALS3
MAP1LC3A,PLAA
PTP4A2,MAP1LC3A
MAP1LC3A,RPS27A
MAP1LC3A,YOD1
MAPK1,AKT1
MAPK1,EGFR
MAPK1,HMOX1
MAPK1,IAPP
MAPK15,CXCL5
MAPK3,AKT1
MAPK3,BCL2
BCL2L11,MAPK3
MAPK3,CCL2
MAPK3,HMOX1
IL1B,MAPK3
IL6,MAPK3
MAPK3,JAK2
MAPK3,JUP
MAPK3,MAPK6
NFE2L2,MAPK3
PIK3CA,MAPK3
MAPK3,PPARGC1A
MAPK3,PRKAA2
MAPK3,SETD2
SIRT1,MAPK3
MAPK3,SMAD2
VEGFA,MAPK3
AMBP,2024-03-08 00:00:00
DNMT1,2024-03-08 00:00:00
2024-03-08 00:00:00,KIF2A
MIRN148B,2024-03-08 00:00:00
UBL4A,2024-03-08 00:00:00
ALB,MB
CKB,MB
MB,LCN2
STN,MB
SOD2,MBTPS1
ELAVL1,MIRN122
MIRN148B,KL
MIRN1238,MIRN21
MKI67,HAVCR1
MKI67,JUP
ALB,MMP2
CKB,MMP2
HMGB1,MMP2
MB,MMP2
PI3,MMP2
MMRN1,AKT1
MMRN1,BCL2
BCL2L11,MMRN1
MMRN1,CCL2
MMRN1,HMOX1
MMRN1,IL1B
IL6,MMRN1
MMRN1,JAK2
MMRN1,JUP
MMRN1,MAPK3
NFE2L2,MMRN1
MMRN1,PIK3CA
MMRN1,PPARGC1A
MMRN1,PRKAA2
MMRN1,SETD2
MMRN1,SIRT1
MMRN1,SMAD2
STAT3,MMRN1
VEGFA,MMRN1
MPO,GYPA
MPO,IL1B
MPO,NOS2A
MPO,PRTN3
MYLIP,NSUN2
NFE2L2,BCL2
NFE2L2,BCL2L11
NFE2L2,CCL2
NFE2L2,HMOX1
NFE2L2,IL6
NFE2L2,JAK2
NFE2L2,JUP
NFE2L2,NOS2A
NFE2L2,NSUN2
NFE2L2,PPARGC1A
NFE2L2,PRKAA2
NFE2L2,SETD2
NFE2L2,SIRT1
NFE2L2,SMAD2
NFE2L2,STAT3
NFE2L2,VEGFA
IL10,NFKB1
IL1A,NFKB1
IL1B,NOS2A
HAVCR1,NPHS1
NPHS1,LCN2
NPHS1,MMP2
NPPA,INS
NR5A2,GABPA
NR5A2,HMOX1
OTUD5,AAVS1
OTUD5,GPX4
SIRT3,PAX2
CD274,PDCD1
IL13,PDGFB
IL17A,PDGFB
ACTC1,PECAM1
MKI67,PECAM1
PGAM2,PGAM5
PGAM5,CYCS
AGT,PIK3CA
PIK3CA,CCL2
EGF,PIK3CA
PIK3CA,EGFR
PIK3CA,HMOX1
PIK3CA,IAPP
IL1B,PIK3CA
IL6,PIK3CA
PIK3CA,JAK2
MAPK1,PIK3CA
PIK3CA,SMAD2
VEGFA,PIK3CA
AAAS,PLAA
PLAA,GSTA1
HMBS,PLAA
LGALS3,PLAA
PTP4A2,PLAA
RPS27A,PLAA
BCL2,PPARGC1A
BCL2L11,PPARGC1A
CCL2,PPARGC1A
HMOX1,PPARGC1A
IL1B,PPARGC1A
IL6,PPARGC1A
JAK2,PPARGC1A
JUP,PPARGC1A
PIK3CA,PPARGC1A
PRKAA2,PPARGC1A
SETD2,PPARGC1A
SIRT1,PPARGC1A
SMAD2,PPARGC1A
STAT3,PPARGC1A
VEGFA,PPARGC1A
PRKAA2,SMAD2
VEGFA,PRKAA2
CD24,PROM1
PTGS2,HMOX1
PTGS2,NOS2A
PTP4A2,AAAS
PTP4A2,GSTA1
PTP4A2,HMBS
PTP4A2,LGALS3
PTP4A2,RPS27A
PTP4A2,VCP
RARB,CAP1
AAAS,RPS27A
RPS27A,GSTA1
HMBS,RPS27A
LGALS3,RPS27A
PARK2,RPS27A
S100A4,ACTC1
MKI67,S100A4
S100A4,PECAM1
SDC1,THBD
CCL2,SETD2
IL1B,SETD2
IL6,SETD2
JAK2,SETD2
PIK3CA,SETD2
PRKAA2,SETD2
SIRT1,SETD2
SMAD2,SETD2
STAT3,SETD2
VEGFA,SETD2
SIRT1,CCL2
SIRT1,FOXO3
SIRT1,GABPA
SIRT1,HMOX1
SIRT1,IL1B
SIRT1,JAK2
SIRT1,NR5A2
SIRT1,PIK3CA
SIRT1,PRKAA1
SIRT1,SMAD2
STAT3,SIRT1
VEGFA,SIRT1
MBTPS1,SIRT3
SOD2,SIRT3
HMGCS2,SIRT5
CD44,SLC22A6
SLC22A6,CXCL5
SLC22A6,MAPK15
REN,SLC5A2
SLC6A20,SLC6A12
SLC7A11,AMBP
SLC7A11,2024-03-08 00:00:00
SLC7A11,SLC7A1
VEGFA,SMAD2
SRC,TLR1
SRC,TLR2
TLR4,SRC
SRC,TLR6
STAT3,CCL2
STAT3,IL1B
IL6,STAT3
STAT3,JAK2
STAT3,MAPK3
STAT3,MAPK6
STAT3,PIK3CA
STAT3,PRKAA2
STAT3,SMAD2
VEGFA,STAT3
TFEB,AAAS
TFEB,GSTA1
HMBS,TFEB
TFEB,LAMP1
TFEB,LGALS3
TFEB,MAP1LC3A
TFEB,PLAA
PTP4A2,TFEB
TFEB,RPS27A
TFEB,UBXD1
TFEB,YOD1
IL10,TGFA
IL13,TGFA
TGFA,IL17A
TGFA,PDGFB
GAST,THPO
REN,THPO
TIMD4,BAI1
ELMO1,TIMD4
TIMP1,HAVCR1
TIMP1,JUP
TIMP1,MKI67
TIMP2,BCS1L
IGFBP7,TIMP2
TLR2,TLR1
TLR4,TLR2
TLR2,TLR6
TLR4,TLR1
TLR1,TLR6
TLR4,TLR6
ACTC1,TNF
LCN2,TNF
MKI67,TNF
PECAM1,TNF
S100A4,TNF
TP53,CASP3
TP53,CASP8
TP53,CASP9
TP53,FOXO3
TP53,PRKAA1
TP53,SIRT1
AAAS,UBXD1
GSTA1,UBXD1
HMBS,UBXD1
LAMP1,UBXD1
LGALS3,UBXD1
MAP1LC3A,UBXD1
PLAA,UBXD1
PTP4A2,UBXD1
RPS27A,UBXD1
VCP,UBXD1
YOD1,UBXD1
AAAS,VCP
VCP,GSTA1
HMBS,VCP
LAMP1,VCP
LGALS3,VCP
MAP1LC3A,VCP
VCP,PLAA
RPS27A,VCP
TFEB,VCP
YOD1,VCP
VCPIP1,AAAS
VCPIP1,GSTA1
HMBS,VCPIP1
VCPIP1,LAMP1
VCPIP1,LGALS3
VCPIP1,MAP1LC3A
VCPIP1,PLAA
PTP4A2,VCPIP1
VCPIP1,RPS27A
VCPIP1,TFEB
VCPIP1,UBXD1
VCPIP1,VCP
VCPIP1,YOD1
VEGFA,HAVCR1
VEGFA,MKI67
VEGFA,TGFB1
VEGFA,TIMP1
VWF,ADAMTS13
YOD1,AAAS
YOD1,GSTA1
HMBS,YOD1
YOD1,LGALS3
YOD1,PLAA
PTP4A2,YOD1
YOD1,RPS27A
